Server,DatabaseName,Schema,TableName,View,Merge_Field
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSCCUPROVMASTER,Artiva_StgPSCCUPROVMASTER,"PSCCUPRPROVNPI, PSCCUPROVCOIDNUM, PSCCUPRCOIDMID"
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSCDREVIEWUTILITY,Artiva_StgPSCDREVIEWUTILITY,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSCDREVREQUESTS,Artiva_StgPSCDREVREQUESTS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSCDSCORESHEETS,Artiva_StgPSCDSCORESHEETS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSCOID,Artiva_StgPSCOID,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSENHOLDRULEHIST,Artiva_StgPSENHOLDRULEHIST,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSFINCLASSCROSS,Artiva_StgPSFINCLASSCROSS,PSFCKEY
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSHOLDCODES,Artiva_StgPSHOLDCODES,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSHOLDRULESUTILITY,Artiva_StgPSHOLDRULESUTILITY,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSHOLDRULESUTILITY_PSHRUNOTES,Artiva_StgPSHOLDRULESUTILITY_PSHRUNOTES,"PSHRUKEY, NOTE_CNT"
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSIETHIST,Artiva_StgPSIETHIST,PSIHID
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCACTIONHIST,Artiva_StgPSOCACTIONHIST,PSOCACTHID
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCACTIONS,Artiva_StgPSOCACTIONS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCERRORS,Artiva_StgPSOCERRORS,PSOCEKEY
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCLINKHIST,Artiva_StgPSOCLINKHIST,PSOCLHKEY
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCLINKS,Artiva_StgPSOCLINKS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCMESSAGES,Artiva_StgPSOCMESSAGES,PSOCMSGKEY
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCROUTESTEPS,Artiva_StgPSOCROUTESTEPS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCRTESTEPSTREAS,Artiva_StgPSOCRTESTEPSTREAS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCTIMEOC,Artiva_StgPSOCTIMEOC,PSOCTIMEKEY
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCTRANSACTIONS,Artiva_StgPSOCTRANSACTIONS,PSOCTRKEY
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSOCUPLTRANS,Artiva_StgPSOCUPLTRANS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEACTIONHIST,Artiva_StgPSPEACTIONHIST,PSPEACTHID
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEAPPHIST,Artiva_StgPSPEAPPHIST,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEAPPLICATIONS,Artiva_StgPSPEAPPLICATIONS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEAVI,Artiva_StgPSPEAVI,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEAVICHKLIST,Artiva_StgPSPEAVICHKLIST,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPECPIDPAY,Artiva_StgPSPECPIDPAY,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPECPIDS,Artiva_StgPSPECPIDS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPECPIDS_PSPECPIDNOTES,Artiva_StgPSPECPIDS_PSPECPIDNOTES,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEECMSGS,Artiva_StgPSPEECMSGS,"PSPEECMSGECTID, PSPEECMSGID"
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEECONBASE,Artiva_StgPSPEECONBASE,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEECQUESRESP,Artiva_StgPSPEECQUESRESP,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEECREQCHKLST,Artiva_StgPSPEECREQCHKLST,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEECREQTYPE,Artiva_StgPSPEECREQTYPE,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEECREQTYPE_PSPEECREQTYPNOTE,Artiva_StgPSPEECREQTYPE_PSPEECREQTYPNOTE,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEGAF,Artiva_StgPSPEGAF,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEGRPLOCATION,Artiva_StgPSPEGRPLOCATION,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEGRPLOCECWFAC,Artiva_StgPSPEGRPLOCECWFAC,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEGRPLOCSPEC,Artiva_StgPSPEGRPLOCSPEC,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEINSTITUTION,Artiva_StgPSPEINSTITUTION,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPELOCATION,Artiva_StgPSPELOCATION,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPAYCPID,Artiva_StgPSPEPAYCPID,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPAYER,Artiva_StgPSPEPAYER,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPAYER_PSPEPAYNOTES,Artiva_StgPSPEPAYER_PSPEPAYNOTES,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPAYLEGACY,Artiva_StgPSPEPAYLEGACY,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPAYLINKGROUPS,Artiva_StgPSPEPAYLINKGROUPS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPAYPENDS,Artiva_StgPSPEPAYPENDS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPAYPROD,Artiva_StgPSPEPAYPROD,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPAYTAXEX,Artiva_StgPSPEPAYTAXEX,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPERF,Artiva_StgPSPEPERF,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPERFRELGRP,Artiva_StgPSPEPERFRELGRP,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPI,Artiva_StgPSPEPPI,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPI_PSPEPPINOTES,Artiva_StgPSPEPPI_PSPEPPINOTES,"PSPEPPIKEY, NOTE_CNT"
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPIACTIONPLAN,Artiva_StgPSPEPPIACTIONPLAN,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPIASSIGNMENTS,Artiva_StgPSPEPPIASSIGNMENTS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPIEFFDATES,Artiva_StgPSPEPPIEFFDATES,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPIHIST,Artiva_StgPSPEPPIHIST,PSPEPPIHKEY
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPIHOLDRULES,Artiva_StgPSPEPPIHOLDRULES,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPILINKS,Artiva_StgPSPEPPILINKS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPPIPINGIN,Artiva_StgPSPEPPIPINGIN,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRAFFILIATION,Artiva_StgPSPEPRAFFILIATION,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRALTPROVIDERS,Artiva_StgPSPEPRALTPROVIDERS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRBOARD,Artiva_StgPSPEPRBOARD,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPREDUCATION,Artiva_StgPSPEPREDUCATION,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRINSURANCE,Artiva_StgPSPEPRINSURANCE,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRLICENSE,Artiva_StgPSPEPRLICENSE,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRLOCATION,Artiva_StgPSPEPRLOCATION,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRNPDB,Artiva_StgPSPEPRNPDB,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRSPECIALTY,Artiva_StgPSPEPRSPECIALTY,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPEPRVERIFICATION,Artiva_StgPSPEPRVERIFICATION,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESPATAXONPIOVR,Artiva_StgPSPESPATAXONPIOVR,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESPATMPPAYOVR,Artiva_StgPSPESPATMPPAYOVR,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESPAUSERS,Artiva_StgPSPESPAUSERS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESPAUTGRPPAYOVR,Artiva_StgPSPESPAUTGRPPAYOVR,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESPAUTILCSO,Artiva_StgPSPESPAUTILCSO,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESPAUTILITY,Artiva_StgPSPESPAUTILITY,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESPAUTILITY_PSPESPANOTES,Artiva_StgPSPESPAUTILITY_PSPESPANOTES,"PSPESPAKEY, NOTE_CNT"
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESPAUTILPAYORS,Artiva_StgPSPESPAUTILPAYORS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESYSALERTS,Artiva_StgPSPESYSALERTS,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPESYSALERTS_PSPESYSALRNOTES,Artiva_StgPSPESYSALERTS_PSPESYSALRNOTES,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPETAXONOMYCODES,Artiva_StgPSPETAXONOMYCODES,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPETIMEPPI,Artiva_StgPSPETIMEPPI,PSPETIMEKEY
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPOOLADDINFO,Artiva_StgPSPOOLADDINFO,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSPROVIDER,Artiva_StgPSPROVIDER,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSRATEREFERENCE,Artiva_StgPSRATEREFERENCE,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,PSSUBCATCHKLST,Artiva_StgPSSUBCATCHKLST,PSSCID
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,STACTIONGRP,Artiva_StgSTACTIONGRP,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,STDEPT,Artiva_StgSTDEPT,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,STPHASE,Artiva_StgSTPHASE,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,STUSER,Artiva_StgSTUSER,
Xrpswpdbspgu04.hca.corpad.net,Artiva_DW,dbo,STWORKFLOW,Artiva_StgSTWORKFLOW,
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcFactSnapShotCCU3MInventory,CCU_FactSnapShot3MInventory,"SnapShotDate, CCU3MInventoryHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcFactSnapShotCCUeCWInventory,CCU_FactSnapShotEcwInventory,"SnapShotDate, CCUeCWInventoryHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcFactSnapShotCCUEpicInventory,CCU_FactSnapShotEpicInventory,"SnapShotDate, CCUEpicInventoryHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcFactSnapshotCCUInventory,CCU_FactSnapshotInventory,"SnapShotDate, CCUInventoryHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcFactSnapShotCCUMedaxionInventory,CCU_FactSnapShotMedaxionInventory,"SnapShotDate, CCUMedaxionInventoryHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcFactSnapShotCCUMTXInventory,CCU_FactSnapShotMTXInventory,"SnapShotDate, CCUMTXInventoryHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcFactSnapShotCCUPKInventory,CCU_FactSnapShotPKInventory,"SnapShotDate, CCUPKInventoryHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcFactSnapShotCCUPVInventory,CCU_FactSnapShotPVInventory,"SnapShotDate, CCUPVInventoryHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtAccountingValuation,ECW_RprtAccountingValuation,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtArtivaAdjustmentRequests,Artiva_RprtAdjustmentRequests,"SnapShotDate, AdjustmentRequestID"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtCCUCoidProvider,CCU_RprtCoidProvider,"SnapShotDate, CCUCoidProviderHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtCCUCoidProviderVariance,CCU_RprtCoidProviderVariance,"SnapShotDate, CCUCoidProviderVarianceHistoryKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtCcuEwocInventoryEcw,CCU_RprtEwocInventoryEcw,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtCcuEwocInventoryPK,CCU_RprtEwocInventoryPK,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtCCUVendorRollout,CCU_RprtVendorRollout,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtCodingVolumes,ECW_RprtCodingVolumes,"SnapShotDate, CodingVolumeKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtEraTransactionCount,ECW_RprtEraTransactionCount,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtHistoricalAtRiskMOR,ECW_RprtHistoricalAtRiskMOR,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtIccChargeLag,ECW_RprtIccChargeLag,"SnapShotDate, IccChargeLagKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtICCClaimTimeline,ECW_RprtICCClaimTimeline,"SnapShotDate, ClaimKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtICCReleasedClaims,ECW_RprtICCReleasedClaims,"SnapShotDate, ClaimKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtICCSubcategoryError,ECW_RprtICCSubcategoryError,"SnapShotDate, ClaimKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtICCSubcategoryErrors,ECW_RprtICCSubcategoryErrors,"SnapShotDate, ClaimKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtIetSummaryByClaim,ECW_RprtIetSummaryByClaim,"SnapShotDate, ClaimKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtIetTrendingMonthly,ECW_RprtIetTrendingMonthly,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtIetTrendingOpenIETs,ECW_RprtIetTrendingOpenIETs,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_History,dbo,dwcRprtMorStats,ECW_RprtMorStats,"SnapShotDate, MorStatsKey"
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ArtivaIntraDayData,Artiva_IntraDayData,
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ArtivaInventorySnapShotDaily,Artiva_InventorySnapShotDaily,SnapShotDate
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,CashValueCurrentClaim,ECW_CashValueCurrentClaim,ClaimKey
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,CashValueCurrentClaimLineCharge,ECW_CashValueCurrentClaimLineCharge,ClaimLineChargeKey
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,CashValueLinePaymentSample,ECW_CashValueLinePaymentSample,ClaimLineChargeKey
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,CashValuePatientPaymentHistory,ECW_CashValuePatientPaymentHistory,ClaimKey
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ExperityClaimData,ECW_ExperityClaimData,Id
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurity,ECW_ReportSecurity,User34
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityMasterData,ECW_ReportSecurityMasterData,
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityPBIUser,ECW_ReportSecurityPBIUser,FullUser34
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityPBIUserCOID,ECW_ReportSecurityPBIUserCOID,"SecureCOIDAsUser34, COID"
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityPBIUserCOIDEmployeeType,ECW_ReportSecurityPBIUserCOIDEmployeeType,"SecureEmployeeTypeAsUser34, Coid_ET"
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityPBIUserEmployeeType,ECW_ReportSecurityPBIUserEmployeeType,
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityReport,ECW_ReportSecurityReport,
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityReportToRole,ECW_ReportSecurityReportToRole,
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityRole,ECW_ReportSecurityRole,
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityUserCOID,ECW_ReportSecurityUserCOID,"FullUser34, COID"
Xrpswpdbspgu04.hca.corpad.net,EOM_Snapshot,dbo,ReportSecurityValescoUserID,ECW_ReportSecurityValescoUserID,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactAllClaimsCube,PV_FactAllClaimsCube,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactARCube,PV_FactARCube,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactBillVendorClaimStatusHistory,PV_FactBillVendorClaimStatusHistory,BillVendorClaimStatusHistoryKey
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactBillVendorInventory,PV_FactBillVendorInventory,BillVendorInventoryKey
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactCCUCodeChange,CCU_FactPVCodeChange,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactCCUCodeQuality,CCU_FactPVCodeQuality,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactCCUPVInventory,CCU_FactPVInventory,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactCCUPVInventoryProductivity,CCU_FactPVInventoryProductivity,CCUPVInventoryProductivityKey
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactRH1201,PV_FactRH1201,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactRH1301,PV_FactRH1301,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactRH277Response,PV_FactRH277Response,RH277ResponseKey
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactRHClaimHistory,PV_FactRHClaimHistory,RHClaimHistoryKey
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactRHInventory,PV_FactRHInventory,RHInvKey
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactRHSubmissionDates,PV_FactRHSubmissionDates,RHSubmissionDateKey
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcFactRiskAnalysis,PV_FactRiskAnalysis,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcJuncArtivaPPItoClaim,PV_JuncArtivaPPItoClaim,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcRprtCCUClaimSummary,PV_RprtCCUClaimSummary,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcRprtCCUClaimSummaryDX,PV_RprtCCUClaimSummaryDX,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcRprtCCUCodeQuality,PV_RprtCCUCodeQuality,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcRprtCOVIDClaim,PV_RprtCOVIDClaim,
Xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_DW,dbo,dwcRprtPVPreClaimReports,PV_RprtPVPreClaimReports,
